"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample19","Sample20","Sample21","Sample22","Sample23","Sample24","Sample25","Sample26","Sample27","Sample28","Sample29","Sample30","Sample31","Sample32","Sample33","Sample34","Sample35","Sample36","Sample37","Sample38","Sample39","Sample40","Sample41","Sample42","Sample43","Sample44","Sample45","Sample46","Sample47","Sample48"
"G11",748.273324826323,725.618723399449,493.305270866023,640.518896765926,618.378822125691,631.135116016944,759.624508862284,898.666941602224,451.131751592871,803.157809341243,675.171297382123,723.694337252139,826.698376546495,296.597689733187,289.299158343023,201.050077929339,237.742716657616,186.064783069388,988.023915112928,1116.44177958583,964.115938482148,500.619918988727,688.110726446461,615.94973401238,1040.30711827249,1207.42147818684,1072.68949270689,673.957396044803,438.666036082449,396.792031674367,404.173196311978,405.568939533513,655.593424887858,524.334339978737,676.634595235617,702.241050515037,351.302053450583,374.192526046092,300.198163003324,799.476641079976,401.185908287159,233.539704446156,636.355791643756,1415.73236550654,561.522967825161,457.878303443263,852.545314786499,473.979363321446
"G12",94.7681255716715,93.1537550310103,60.0631168120308,58.4059784285039,55.7554675687098,59.1689171265885,103.269214276703,175.739313024435,160.622733534165,92.7871754891126,66.708541358114,71.2804271985691,44.4678833350193,116.810733970262,72.0636892623416,49.7745338562927,66.9275714960517,55.1303060946336,180.562892084293,318.558054441823,335.949677532955,99.926110311979,329.821974445094,254.97919183954,91.7343987970114,50.0589335898356,136.541977551518,180.506784384634,45.14236612929,107.320921718377,82.6265401327443,123.784068393603,75.0130407787048,129.915282098118,101.298493182076,102.370289380257,153.75829006098,238.033465521467,200.132108668883,157.153060053979,105.840503442592,92.9931854808222,61.7821156935685,73.4156937964148,49.0456781166362,65.4111862061804,68.9632200706547,80.1509988080108
"G13",284.304376715015,171.599022425545,133.911211253052,214.155254237848,139.895536808763,143.977698341365,192.636803554618,412.388274313021,149.716251627524,114.736829905892,233.479894753399,118.800711997615,386.06207804494,106.653278842413,193.214239326568,178.602739131403,133.855142992103,122.074249209546,85.209454691464,112.140374305066,134.181084221742,86.0749663083384,79.510654553728,111.990860729524,224.456507694815,85.1001871027206,71.7090961241785,91.2344073248423,71.6389723356124,50.2143762168554,144.347570111421,91.5800831204706,121.253956327221,119.634216608339,70.8105971758204,85.1491192041393,117.100684483528,54.8554488444533,147.520059482733,125.511504338413,71.5683404230861,30.6454815789073,536.47470460582,200.405001984808,371.345848597388,172.802685947671,272.854479409981,186.029478714889
"G14",463.968948111309,302.994845311391,340.685875687912,280.348696456819,395.356951850852,319.512152483578,377.329821395644,520.228307305288,466.004226920108,380.128106036042,505.36773756147,389.07233179219,666.00761631313,439.817807035855,868.941876322728,494.817424806675,616.333009150207,679.284128666021,356.053792817903,195.501360514141,315.077064431795,295.820861220611,320.005844253276,267.97813103136,482.093542614081,394.464396687905,219.056553913586,458.134066889262,273.798264131998,432.237473709794,284.713138288733,328.078099970037,293.88670770835,85.0524508699912,131.786389188332,195.173261996005,510.151677619543,862.014196127123,436.37052560277,505.210172925209,703.587346694565,453.341779219008,697.108205409098,920.672484365851,571.532289889781,157.18210416709,360.807571674005,558.088436144667
"G15",188.549083168638,191.210339274179,192.989686805869,93.4495654856062,265.598772781854,182.437494473648,129.086517845878,121.819296528302,94.1923437391708,103.762002697502,65.697805882991,84.1505043316441,226.381951523735,498.731046777379,402.094498057993,647.068940131805,390.577320223227,327.828427312732,267.80114331603,132.980620857334,123.247810692563,159.288156041868,168.837439299274,96.9920847389624,239.094975587955,162.190944831067,216.109604757798,249.177843661397,231.599965358966,143.7509593659,62.7165304622035,72.4589668645481,109.950621415362,59.8171083041697,78.6784413064671,45.9231204696482,582.448621952851,1042.25352804461,1308.07996800074,592.751810404942,358.849706910122,1573.48696796528,131.801846812946,150.799803473717,138.128644491751,109.344072464063,82.9557574762947,83.1195543194186
"G16",202.369434814507,220.62731454713,221.544283323064,352.38273651864,320.340504576587,407.279379554684,301.863857116515,238.645998936591,293.483513124153,364.164721005657,327.478293939832,508.863049723118,155.637591672568,242.763177555588,251.700711771367,381.604759564911,162.823793341141,248.086377425851,189.692476515521,140.919762401056,168.968772723675,355.1829069505,521.23651318555,226.981476657159,245.926260604754,464.546903713675,277.99553702935,393.3870681426,552.503307191093,357.408207190559,439.015713235425,327.071725430252,301.079739015897,576.674309744886,613.691842190443,885.933532393629,182.269761065665,108.731336102399,131.014318561588,307.977808964846,295.345404844567,356.121630761785,144.15826995166,178.578714639928,189.176187021311,572.103807713757,341.817699480636,386.901734986817
"G17",147.088028231032,109.823374352349,89.6023545884394,146.01494607126,177.403760445895,214.980398893272,93.339482134712,76.8859494481903,98.1583371597674,122.718522421084,99.052076562048,63.3603797320614,115.212243186186,60.9447307670931,190.081035445597,189.338422904329,214.767580173897,284.511758238377,103.468623553921,106.186018147274,98.399461762611,136.532705178744,135.462596647092,178.985393487364,77.0959309038713,146.17208608232,121.807231772577,106.930649445245,144.259300456644,174.273423340851,49.775024176352,80.5099631828313,70.9027371743922,83.183166235486,65.8931945941662,54.5337055577072,73.3152111549043,183.178016677014,129.982709754017,93.8699486228468,95.7604554956786,166.96503756784,97.8216831814835,114.09195657551,81.075508723419,102.510067935059,177.905118443138,49.4759251901301
"G18",387.95701405903,290.247489359779,514.967378568723,762.198018491976,1834.86175089754,737.639166844803,416.055776749408,259.614894240643,130.87778287969,1028.64062289543,831.835296026179,432.632592857982,131.382382580739,211.275066659256,283.032750581081,498.721309815011,539.416247878626,378.036384648916,157.231731871154,176.645899347802,252.459225128315,383.874562386612,477.063927322368,231.981068654013,688.007990977586,611.720168467791,711.197062930209,1227.24993078901,1803.73193360076,1312.46595092291,461.912224356547,216.370526053859,529.201589055246,1387.94384112019,1314.91345033433,1099.2846962422,523.389146300289,399.661127295303,366.221126687904,1343.71139938772,937.444459062959,1454.07526388195,178.138433583123,188.499754342146,139.129576698213,429.565998965961,286.847016815622,364.142809399357
"G19",461.007444187194,487.341223688549,259.945292432396,558.750526966021,379.137179467227,258.370938119436,443.859026746982,445.339395505102,238.951103590949,198.544601315413,285.027403984669,166.320996796661,255.690329176361,194.007392941913,224.546278136282,240.088928012706,450.512458876408,390.834491420884,487.925567935645,294.740629810659,194.811055610826,363.097846381151,605.655232835188,215.982374264081,448.91301538963,913.074948678602,563.849605140801,1096.77491816316,289.499956698708,649.833103982834,292.67714215695,570.614364058317,495.291584319667,356.09872287326,446.500154414201,250.663699230163,672.05610225329,419.252359025465,436.37052560277,340.674083204264,410.257951439381,451.228297730808,279.049222549284,320.449582381649,377.35144183616,265.549890269867,362.806505589096,232.536848393611
"G20",369.200822539637,285.344660147621,232.375337174414,120.705688752241,287.900959809338,144.963846960142,118.163812489689,293.564534256727,186.401690768043,125.711657114282,131.395611765982,187.111121396244,248.615893191244,365.668384602559,232.901488485539,319.142599431524,312.661639974092,337.673124829631,204.908450567568,324.512410599615,153.065829408506,189.958546335643,197.304216855547,120.99012632386,165.902636122255,282.332385446673,281.924802570401,438.513764238758,274.779619917417,281.594345059228,171.226083166651,248.574511326992,232.232153643661,142.065632222403,170.142129325235,193.259798643103,1011.13895384472,802.260939350129,808.781305136103,633.885832835179,1600.71161396987,505.122075679921,297.583857257355,280.765423572776,213.198559976398,217.711858566839,201.892325424235,310.708810194017
"G21",604.146800519406,582.456110404422,720.757401744369,443.88543605663,493.689321926576,222.869587843483,857.928857067991,931.618062794306,1192.77252124445,580.668130480253,1220.96845394851,839.525031449814,287.019974253306,358.558166013065,276.766342819138,309.382886910682,470.490838427468,208.707587358256,710.078789095533,968.575268334018,480.070101326678,445.215342974164,579.151681317278,973.920520987107,731.923394657006,575.67773628311,540.274011894496,537.596292623802,480.864334855481,508.051335841125,489.786237895304,1375.71399588663,976.19710602424,1144.9368386345,1047.40674989234,608.481346222838,190.415895638432,335.989624172276,372.410779533333,163.481371197093,209.664997295802,253.617778584061,468.514377342894,703.401714887272,475.442798069433,306.55391744389,341.817699480636,549.182769610444
"G22",253.702169499162,135.318086255573,257.976009913968,289.109593221094,271.681187425713,273.163167401084,152.917874986656,293.564534256727,143.767261496629,234.462217633779,440.680667153601,304.921827460546,499.253053806808,178.77121025014,179.637022509025,153.227486577215,180.804334937095,391.818961172574,253.599567534119,463.44738761474,234.568413898749,220.628936629419,427.983276363277,416.965972537601,440.129934653746,260.306454667145,236.738248848315,402.216204335326,160.942348808773,771.922959882639,471.867229191817,336.129096288321,355.541261773039,445.824385329515,585.170907216849,382.692670580402,404.25192817357,385.947265084189,320.830339154755,199.341801008068,288.289371281727,425.866519872402,540.593512318724,423.628395284718,540.50339148946,610.178975803922,777.58529297057,538.298066068615
"G23",626.851663937619,918.790194358491,1221.9398026841,614.236206473099,396.370687624828,915.145918224569,805.301276715441,1528.73231954778,1385.12320214338,713.363768545328,927.855166162858,1245.42746410833,730.68817389134,513.967229469152,301.831973866909,542.640016158799,246.732987455594,264.822363204579,1478.99267785898,1861.72869200268,2513.65897775397,782.589636205697,697.926856638279,1626.8672357762,1255.98054523142,1773.08742775198,1800.58593418657,1289.05388413809,1133.46593215935,1211.0526028771,789.431883436943,1549.8167912695,975.169530123162,1409.440614417,795.635737711649,900.284507540395,410.361529103145,1020.70317314143,1021.29271949584,379.698668586796,447.554128842961,497.724890471219,1116.19689019714,938.530355829844,1254.16805469684,1478.09755098742,953.491477498617,774.792988477437
"G24",231.984474055654,326.528425529752,147.696188882043,113.891657935583,173.348817349989,132.143914916048,35.7470357111663,47.9289035521186,94.1923437391708,53.8764244775492,34.3650061541799,44.5502669991057,314.307084481614,338.243255757367,163.971003104169,91.7412976959121,120.869196283914,86.6333381487099,55.7919048575062,67.4827031216324,79.5147165758473,51.4471062992367,56.933555112546,41.9965727735713,96.6138880947248,109.128475225842,146.365141404145,88.2913619272668,162.905060379612,113.228495390948,51.7660251434061,46.293228830128,103.785166008893,64.4903198904329,19.6696103266168,32.5288769993341,354.356853915371,191.014509369078,124.824665716159,121.292630243004,121.968580157654,149.000444918136,27.8019520621058,33.731534987542,63.0587290071037,23.4308726708706,48.9738809197403,34.6331476330911
"G25",215.202618485671,281.422396777894,229.421413396773,505.211713406559,974.200078791457,414.182419886119,125.114624989082,209.688953040519,183.427195702596,464.933589009962,310.295790862742,315.811892726994,420.423624258364,177.755464737355,266.322329882567,673.420163938078,393.574077155886,410.523886454682,405.75930805459,400.926647957934,317.064932346191,907.249932238463,1517.57372765511,871.928844251291,139.553393914602,185.218054282392,239.685198004104,276.646267372102,235.525388500644,264.85621965361,386.254187608492,211.338653354932,305.19004262021,715.936015015531,394.375687048666,1218.87615579858,125.246819056295,265.461189943694,142.362015444875,166.645526768649,223.777064421481,239.880148910757,491.16781976387,401.802107939838,399.371950378323,500.834903339859,834.554909550676,1132.00916835018
"G26",448.17426051603,1009.00225186221,585.861549232104,623.970536211183,609.255200159902,632.12126463572,840.055339212408,579.140917921433,790.224189053885,477.90383934715,663.042471680648,619.743714254226,472.97657729066,613.510289722071,939.961164291412,647.068940131805,1385.50062186603,1655.87812234239,814.56181091959,1413.16719478242,503.924516299432,388.82139953077,768.602994019371,509.95838367908,541.623312046184,522.615266677884,569.743503452377,598.419230840364,477.920267499223,797.522445797115,529.606257236385,375.377703339951,498.374312022902,396.288342515124,624.510127870083,419.04847428554,693.439705506803,373.212964459584,810.844522751247,1201.32439866767,882.004195354934,915.137484390819,1192.39483288587,1109.172238708,1753.63322572136,2496.36422580901,1252.33209780479,1444.6970155518
"G27",359.329142792588,175.521285795272,291.453812727231,239.464511556866,375.082236371321,258.370938119436,328.67413389989,205.694877744509,344.049929236761,202.535447573009,312.317261812988,303.931821527232,197.073573871108,276.282779477489,516.978640360277,181.530652887656,294.681098378138,155.546220767002,267.80114331603,325.50480329258,191.829253739232,325.501884085555,233.623898565275,254.97919183954,281.05858354829,265.312348026129,304.518079431443,133.418058023425,142.296588885805,137.843385693328,220.005606859476,217.376900593644,244.563064456599,207.490594430089,200.630025331491,176.995360143436,241.329236718227,212.564864272257,174.341888479594,348.05711287123,179.424853455061,192.326815426246,170.93052008554,203.381313895474,99.0922884397343,143.514095109082,139.925374056401,94.0042578612472
"G28",406.713205578424,317.703332947867,313.115920429931,529.547537751769,519.03271627599,437.849986736755,267.109794619548,452.32902727312,1499.14551298554,818.123482807229,722.675864712901,508.863049723118,152.605690536089,402.235223062815,176.503818628054,428.451379664951,388.579482268121,473.529950562835,576.178217437518,407.87339680869,712.650647311031,804.35571963999,1134.74465017419,1179.90371125748,414.756590305637,355.418428487833,339.881469300901,799.527333008027,541.70839355148,491.313210435506,423.087705498992,250.587260406562,663.814032096483,1058.01510313,1572.58534561301,820.875778394961,343.155918877816,181.218893503997,262.028637123176,791.038892889158,691.491289158269,441.717631033905,466.454973486442,510.933544664238,510.475425295601,950.902915892832,1132.3960628993,808.436617606726
"G29",208.292442662736,223.569012074425,657.740361154698,334.860942990089,431.851439714007,566.049307177697,366.407116039455,412.388274313021,288.526021348407,718.352326367323,495.26038281024,456.392735257505,250.637160615563,525.140430109786,373.895663129251,268.392094323147,232.748121769851,231.350391647123,250.55637272371,200.463323978967,528.772865229384,290.874024076454,533.997482434914,197.983843075408,524.057150574416,223.262843810667,217.091921143061,259.969010119174,336.605034398836,215.62643904885,603.273293017386,318.014354572183,709.027371743922,409.373334956661,545.831686563616,419.04847428554,315.662714694727,215.503549031781,193.942455823453,218.326734437408,249.985189083456,234.596445190256,269.781905195249,722.251690321487,117.10906815605,347.557944617914,211.886994999693,455.178511749197
"G30",213.228282536261,189.249207589316,117.172309846421,145.041513097451,123.675764425138,111.434793921742,59.5783928519438,123.816334176306,61.4728980192483,84.8054829739201,64.6870704078681,64.3503856653749,210.211812129182,46.7242935881047,146.216181111997,116.140578998016,81.9113561593469,97.4625054172986,76.0798702602357,42.6728857975028,73.5511128326587,35.6172274379331,19.6322603836366,72.9940431540645,329.853476525424,207.24398506192,94.3023729852211,73.576134939389,143.277944671225,204.795887315802,118.464557539718,127.809566552745,78.0957684819392,76.6406700147174,99.3315321494147,59.3173639399622,154.776556882576,161.627661773836,167.120626826593,332.236335013446,143.136680846172,313.852000997775,40.1583752008195,56.5499263026439,54.050339148946,34.1700226450196,50.9728148348317,64.3187027471691
"G31",684.107406470504,609.91195399251,429.303589017138,109.024493066541,167.266402706129,206.105061324283,281.011419618335,193.712651856479,294.475011479302,120.723099292286,236.512101178768,156.420937463527,267.817933722275,166.582264096721,284.077151874738,110.284751485511,80.9124371817938,119.120839954476,179.548493814156,275.885168644321,210.713998925995,98.9367428831475,73.6209764386371,71.9941247546937,837.320363487615,1061.24939210452,1071.70717632163,447.342900431485,529.932124126448,498.205379720173,702.82334137009,857.431107897153,475.767642199182,366.379788363039,341.267739166801,417.135010932638,1234.13938777422,967.806847469997,1121.35877383029,715.099159171799,676.371217237898,587.54785371974,734.177474825239,947.45929156184,554.516442379928,503.763762423718,850.546380871408,495.748770405104
"G32",113.524317091065,113.745637722076,183.143274213733,146.01494607126,125.703235973091,81.8503353584474,368.393062467853,710.94540268976,417.420807517799,165.620119690244,316.36020371348,183.15109766299,385.051444332781,281.361507041413,1087.22174669707,193.242307912666,492.467055933634,234.303800902193,920.059231013784,778.035871284703,504.91845025663,291.863391505285,388.718755596004,431.964748528162,378.648369502558,606.714275108808,318.270508825121,173.639678456958,129.538963675354,214.641843436754,654.043817677265,440.792048426001,358.623989476273,211.229163699099,137.687272286317,176.038628466985,686.311837755632,1336.12200399704,1909.50790281496,536.851728640775,278.209323334814,664.689928039059,963.801004819669,547.641391562446,1371.27712285289,436.400003494965,386.793712570194,439.346215688355
"G33",194.472091016868,217.685617019835,420.441817684215,298.843922959178,338.587748508165,952.619565738075,454.781732103171,448.33495197711,771.385720306051,544.750514161887,241.565778554382,244.531465528425,683.188389419842,793.297245484996,761.368543076044,845.191104304892,894.032484909944,982.500812186505,1076.2765646148,911.016492142037,548.651544373346,851.8453562239,533.997482434914,1264.89677520399,288.865766424632,232.273451856837,177.799265732552,304.114691082808,287.537245127869,342.639273009131,228.965111211219,240.523515008708,266.14215837924,378.530138487324,645.16321871303,356.860915316224,537.644881802632,329.13269306672,309.482642271468,216.217297389703,192.528915786049,307.511556533173,586.930099088901,421.644187344274,398.371018171861,469.593739778698,626.665782381166,430.440549154132
"G34",299.111896335588,522.641594016089,470.65852190411,457.513497689947,555.527204139145,542.381740327061,674.228812441164,926.625468674294,521.528134808461,1007.68868004305,849.017799103269,724.684343185453,241.541457206128,264.09383332407,430.293332986735,353.30159325447,540.415166856179,117.151900451096,348.953004926948,598.412793858005,481.064035283876,350.236069806342,440.744245612641,273.977641427584,702.646458870726,842.992441652832,703.338531848107,917.249148911049,886.164274233671,1429.63282876224,648.070814776103,682.321937974495,1354.345037621,1848.72250352574,1675.85079982775,1158.60206018217,529.498747229865,276.236367395283,647.85033115494,570.602721404046,419.329994591603,528.370372050126,409.821367434004,552.601911413555,662.61712067782,447.139153469114,737.606614668741,564.025547167483
"G35",51.3327346846554,47.067160436721,65.9709643673125,138.227482280793,97.3186343017481,61.1412143641414,115.184892847091,83.8755812162076,100.141333870066,197.546889751014,172.835766246023,125.730753530809,35.3721799255835,66.0234583310176,61.6196763257703,35.1349650750302,49.9459488776505,62.0215943564628,177.519697273883,203.440502057862,142.132555879327,231.511978346565,175.708730433547,177.985475087993,83.92721592067,63.0742563231929,82.5145763620685,44.1456809636334,153.091502525418,170.33504089247,99.550048352704,129.822315632315,265.114582478162,131.784566732624,137.687272286317,106.197216086061,30.5480046478768,61.71237995001,63.9597460694368,51.6812076687583,86.6884123434564,58.1207409255139,83.4058561863175,101.194604962626,130.121186840055,80.0554816254746,140.924841013946,77.1824432966029
"G36",142.152188357507,67.6590431277864,77.7866594778759,108.051060092732,46.631845602921,77.9057408833415,107.241107133499,138.794116536344,58.4984029538008,49.885578219953,104.105753937663,61.3803678654345,54.5742204566146,87.3541140995001,73.1080905559987,148.347630316794,36.9600021694614,61.0371246047729,75.0654719900992,55.5739908060502,58.6421034746874,100.91547774081,49.0806509590914,38.9968175754591,83.92721592067,101.119045851468,159.135254412561,134.399073155951,102.061001683612,100.428752433711,77.6490377151091,61.3888469269088,58.5718263614544,64.4903198904329,74.7445192411438,75.5818024396293,98.7718816948017,27.4277244222266,76.3390517602955,47.4623335733495,23.1841102779011,34.8724445553083,76.1979426887345,51.5894064515348,70.0652544523374,27.3360181160157,55.9701496225603,53.4339992053405
"G37",302.073400259703,325.54785968732,200.866816879578,307.604819723454,341.628955830095,486.171269056802,257.180062477558,169.74820008042,163.597228599612,260.402718308155,274.920049233439,189.091133262871,879.251329578791,540.376612801559,662.150420178617,733.930381567297,975.943841069291,302.232213768795,291.132303529169,171.683935882977,275.319706143871,258.224898925015,160.98453514582,287.976499018775,520.153559136246,293.345350836437,419.449096507181,765.191803369645,725.221925424898,449.960194727508,291.681641673423,322.039852731325,221.95639463288,362.641219094029,245.87012908271,449.663887931972,1882.77535313081,2414.61931074245,1720.72349102936,2291.90335233085,1351.73442968111,1868.31763556925,244.039356989596,201.39710595503,153.14262758868,297.767340192314,314.832091626902,248.369144454453
"G38",588.352112924127,1658.13683955198,669.556056265261,527.600671804152,483.551964186811,669.594912149226,284.983312475131,491.271261409216,205.240159515877,954.8099671299,1191.65712516995,552.423310788911,711.486133360309,739.462733307397,504.445824836391,645.116997627637,934.988162989618,712.756100223477,210.994840188387,143.896940479951,188.847451867637,606.482233873694,679.276209273825,331.972908591088,367.913493047588,602.709560421621,394.891186875613,1277.28170254779,758.588022129156,689.216928466642,416.119202114303,223.415147832357,189.073965798379,385.072634708092,505.508985394051,475.495643196149,513.20647808433,459.414384072296,756.169255949954,711.935003600242,842.692008361972,1585.11111615038,432.47480985498,258.939136227896,374.348645216774,473.498885223843,431.769725659751,294.876514133175
