"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Scaling_Factor_Batch_A","Scaling_Factor_Batch_B"
"G89",171.884570809293,0.556561164216556,0.289918976861336,1.9197127771417,0.054894189428837,0.136552710021983,1.212748657183,0.824573166152025
"G90",217.898648582201,-0.427912448771457,0.273164447765335,-1.5665012496028,0.117231316265751,0.24188977295386,0.862169705387455,1.15986446026958
"G91",267.092153327345,0.851895453754313,0.33466810380364,2.54549341294307,0.0109123422649781,0.0408939911183628,1.34345474748693,0.744349597089596
"G92",241.641005554705,0.428424298331197,0.282679665988586,1.51558229996103,0.129625005477846,0.260250553070214,1.1600702309823,0.862016775616456
"G93",775.925774947972,0.105299038527885,0.308990653790642,0.340783895034027,0.733266275427638,0.838018600488729,1.03716794183961,0.964164008218682
"G94",129.985028379343,-0.619972615270749,0.265134728467488,-2.33833047392271,0.0193701113460269,0.0635085617902522,0.806649414953372,1.23969593414731
"G95",205.197770625626,-0.826156102971592,0.313790596715514,-2.63282619561922,0.0084677667094739,0.0337541583787009,0.751019331348848,1.33152364827145
"G96",1364.88254673686,0.916009745394521,0.24297420611288,3.76998760505864,0.000163255655198598,0.00189832157207672,1.37364087288885,0.727992315703989
"G97",167.41780057537,-0.162100442464204,0.290468049520671,-0.558066344066764,0.576799081658812,0.729202378835413,0.945369207208945,1.05778778531654
"G98",3547.68020933852,-0.132313351655942,0.288320014184064,-0.458911435719729,0.646297766308198,0.78149669444764,0.955179198853692,1.0469239711251
"G99",403.022949554388,0.578936270841104,0.253627354125288,2.28262551899319,0.0224524364513919,0.0706051460735594,1.22218962167168,0.818203642272976
"G100",429.318331381891,-0.95886402698303,0.267852308726843,-3.57982364064998,0.000343826176388384,0.00321332875129331,0.717259952414042,1.39419466629129
"G101",232.936579491528,1.10072760239771,0.248027415096139,4.43792716208829,9.082934268306e-06,0.000165144259423746,1.46445493773186,0.682847914425278
"G102",132.322731603335,-0.520809035958823,0.322583710351264,-1.61449267041944,0.106420605399926,0.225467384321876,0.834853801535423,1.19781451334455
"G103",984.836287264813,1.01432665755475,0.226296575623366,4.48228902607404,7.38466350289095e-06,0.00014201275967098,1.42125293537152,0.703604527464773
"G104",100.017813011812,-0.213893818549633,0.326192383869223,-0.655729039447431,0.511998480842673,0.675459737259462,0.928551022064495,1.07694674416129
"G105",466.848588203555,0.696186981951165,0.263314857853933,2.64393353123034,0.00819487469297293,0.0334484681345834,1.2728774188865,0.785621604376317
"G106",143.904093416624,0.566919540309728,0.282340497280189,2.00792853228961,0.0446508866999442,0.116887137957969,1.21711017571254,0.821618305355607
"G107",172.100444162599,0.476418851033131,0.292451211026531,1.62905412277438,0.103301561970457,0.220729833270206,1.17952780328232,0.84779688720966
"G108",99.7607164992971,0.129590948678128,0.332851680025355,0.389335420113418,0.697028037747661,0.814385075684559,1.04593665062343,0.956080848112504
"G109",1263.25704313128,0.047269444292174,0.301904321394824,0.156570942985464,0.875583004196843,0.918691276964254,1.01651726736366,0.983751119736019
"G110",484.917605066842,0.0226253965495017,0.283360800952049,0.0798466000713006,0.936359261115511,0.964240851370265,1.0078721889303,0.992189298388461
"G111",126.030928873176,0.525007819136712,0.301715968116545,1.74007303098362,0.0818461951055796,0.184754390757516,1.1995588267285,0.833639816337522
"G112",422.800481404424,-0.130769009670642,0.301845732278631,-0.433231269110442,0.664846764432206,0.793373227246069,0.955690574484944,1.04636377787752
"G113",128.136816114488,0.992605075045331,0.305604285914252,3.24800770406682,0.00116216123917888,0.00801490509778536,1.41059373525245,0.708921339297619
"G114",146.623131305067,0.159614048944936,0.285165945260458,0.559723387724827,0.575668127212607,0.728693831914693,1.05687666281579,0.946184200279102
"G115",606.48424793591,-0.346141655758994,0.266124994546503,-1.30067322819055,0.193370329796489,0.346654169806208,0.886952759895867,1.12745576226338
"G116",251.696531224408,0.487145418181039,0.286756440353372,1.6988124750772,0.089354522333096,0.197250601176812,1.18392091156664,0.844651015308729
"G117",193.265122528532,-0.906489866741296,0.243184841605208,-3.72757553784093,0.000193330625517681,0.00222110706833746,0.730398175486768,1.36911623489963
"G118",149.323164701644,-0.164475415990423,0.330691895589396,-0.49736754418271,0.618929888554728,0.76097014163805,0.944591391037509,1.05865881214695
"G119",179.155615851342,-0.124549634235557,0.247750266864942,-0.502722502831665,0.615159386285682,0.759106485523193,0.957752759757062,1.04411079979937
"G120",169.847277867212,0.190778694209814,0.277611930836947,0.687213599338663,0.491948135779042,0.661092038597808,1.06835369093593,0.936019605196432
"G121",205.806348010346,-0.940844290337615,0.273700408009711,-3.43749684985575,0.00058711754875124,0.00485221114670446,0.721753375518876,1.38551482254044
"G122",361.6878211986,-0.700130461528823,0.246312292050961,-2.84245035316374,0.00447682030649953,0.0219451975808801,0.784548624104993,1.27461825726964
"G123",228.571579866933,0.341555795210806,0.28880002891939,1.18267230266151,0.236939045269483,0.402957559982114,1.12566527702282,0.888363548571759
"G124",112.850071811503,0.36085878188331,0.300563862793026,1.20060601607254,0.229904066275377,0.392998403889534,1.13322111697888,0.88244031550167
"G125",256.620006997788,-1.79773313727752,0.314361007533021,-5.71868995899146,1.07348462207762e-08,8.94570518398019e-07,0.53630790793143,1.86460051252471
"G126",345.432820330223,0.673819924107095,0.239225680013359,2.81667053499218,0.00485242743341853,0.0232173561407585,1.26304843310326,0.791735276170715
"G127",226.155487185936,0.0981494781099948,0.298759027565869,0.32852389067425,0.742515583613932,0.843767708652195,1.0346011778156,0.966556023173438
"G128",473.974204072205,-0.0602741377630865,0.294564176494481,-0.204621412149945,0.837867924884653,0.891348856260269,0.979327248353535,1.02110913556344
"G129",216.443657151973,0.12991120096885,0.247377464382732,0.525153741441283,0.599476319346865,0.748516367138218,1.04605274660646,0.955974737645055
"G130",497.396502131636,-0.166088618077784,0.273965294320208,-0.606239627869291,0.544355641716006,0.702484929549638,0.944063423982072,1.05925086662291
"G131",631.308879348264,-0.0801199102315957,0.237604594089795,-0.337198489526331,0.735967275871217,0.839187315702642,0.972614526930732,1.02815655360987
"G132",418.395775670543,-0.822843718704253,0.233852115544605,-3.51864988173393,0.00043374872576211,0.00383848429877973,0.751881985268893,1.32999595627015
"G133",316.791334813714,-0.622892033920211,0.295710396119048,-2.10642588862329,0.0351673744631058,0.097959260342913,0.805833665151615,1.24095088508353
"G134",115.736431795526,-0.723384050392447,0.268619219240626,-2.69297205329321,0.00708182048425841,0.0304379597222457,0.778251293580706,1.28493201135463
"G135",605.651954023331,-0.875305417575712,0.281092773502357,-3.11393781728926,0.0018460839217007,0.0114663597621162,0.738334916329291,1.35439890202078
"G136",339.729737843951,-0.842779950753874,0.264184383242895,-3.19012025013988,0.0014221360618531,0.00921554461557863,0.746704859234558,1.33921721230674
"G137",104.103151315642,-0.177155375946111,0.303414704844148,-0.583872083711661,0.559306376283422,0.717959554667386,0.940449454714346,1.06332136723259
"G138",867.902946237209,0.318161359034201,0.248257554096532,1.28157775577894,0.199990807469393,0.353340649239211,1.116575402237,0.895595584495731
"G139",907.292708659388,0.417463218355912,0.275806683592986,1.51360805661973,0.130125276535107,0.260250553070214,1.15567169193307,0.865297650691194
"G140",199.531546740872,-0.553782400702805,0.281052518368838,-1.97038761266694,0.0487939641691106,0.124792747235577,0.825367650581703,1.21158128658813
"G141",165.763073309089,-1.35667453702011,0.300169444317406,-4.5196956675761,6.19285887679329e-06,0.000126384875036598,0.624885050640267,1.60029432449278
"G142",111.920992017049,0.671701263828518,0.283897584834318,2.36599851393776,0.0179815165909923,0.059739257777383,1.26212135279002,0.792316838463606
"G143",91.3167323896173,0.417173153443605,0.315904500716698,1.32056729960212,0.186645682261885,0.339973920331302,1.15555551944012,0.865384642431121
"G144",98.4901959358594,-1.09792962638388,0.304032983849016,-3.61121879765886,0.000304761410139296,0.00298785696214996,0.683510396337927,1.4630355373638
"G145",252.960595470664,0.83183070369456,0.27994308109936,2.97142797895876,0.0029641838862967,0.0161096950342212,1.33414488825986,0.749543778040712
"G146",325.774114169641,-1.12784038253829,0.242537920858773,-4.65016100799764,3.31675993708869e-06,7.53809076611066e-05,0.676461535798909,1.47828065171361
"G147",490.567739911859,-0.488520299832924,0.261036865369109,-1.87146094917341,0.061281217728092,0.148856181591312,0.844248636941505,1.18448518154882
"G148",496.64430059941,0.997063835193131,0.247124960219783,4.03465450963101,5.46826975059526e-05,0.00078118139294218,1.41277519460546,0.707826697282343
"G149",881.563398218022,0.9132341349969,0.359074098362031,2.54330273100385,0.01098100434827,0.0408939911183628,1.37232012992046,0.728692947219218
"G150",375.109711697509,0.642339206556855,0.297615654908964,2.15828433740603,0.0309057317137236,0.0880505177029161,1.24934298982521,0.800420707639225
"G151",301.948641253758,0.0724656317013262,0.307345641680813,0.235778946807334,0.813604205647896,0.883987190258094,1.0254327044068,0.975198075605061
"G152",230.819052426154,-0.523941297213969,0.297361217103515,-1.76196917108924,0.0780745063708032,0.180310638269753,0.833948010187302,1.19911551773522
"G153",243.841891475353,0.318953280892726,0.260945111075636,1.22230027448292,0.221594095504959,0.382718645086285,1.11688189868903,0.895349813775098
"G154",499.404778622213,-0.0134853327037098,0.267821553738933,-0.0503519321557483,0.959841940345254,0.978905244685817,0.995337244383778,1.00468459875538
"G155",261.776103363566,-0.0603933719956935,0.273208520002035,-0.221052300986966,0.82505170979227,0.887152376120721,0.979286780022739,1.02115133217338
"G156",434.830265700575,0.462700047251977,0.263970544247991,1.75284726775154,0.079628227131233,0.181714123812239,1.17393296087064,0.851837399009868
"G157",453.83725334051,-0.334662706686427,0.229834077573312,-1.45610568380434,0.145363406564704,0.280083634999429,0.890488352748732,1.12297931456737
"G158",535.834905223962,0.385497206798468,0.302746263993236,1.27333431538921,0.202899434778739,0.356589516307099,1.14293915537511,0.874937213671541
"G159",215.82766410822,0.537092000585709,0.284218527486901,1.88971495044588,0.05879609350059,0.144462146193096,1.20459318358078,0.830155785065459
"G160",599.223863876182,0.470997742530383,0.276808428528066,1.70152962839652,0.0888435791155199,0.19655659096354,1.17731377159498,0.849391236327115
"G161",1046.76485718448,0.266645528485757,0.271400271436345,0.982480699354412,0.325863086872415,0.501327825957562,1.09681694445528,0.911729167802599
"G162",433.474082193392,-0.343024736945235,0.306874896733083,-1.11779992627939,0.263652453020685,0.433418757242138,0.887911400980807,1.12623849507437
"G163",470.067172473456,0.515681850792788,0.2758847777484,1.8691928384069,0.0615959902862722,0.149142833622935,1.19568795042754,0.836338611292713
"G164",566.736295260706,1.83604047345288,0.360924358870389,5.0870505919835,3.63674845025992e-07,1.29883873223569e-05,1.88952058617024,0.529234773793518
"G165",158.688967072024,-0.295133717879933,0.281874769744335,-1.04703843535775,0.29508185167086,0.469128540017265,0.902771726390227,1.10769973268718
"G166",260.501134214554,0.146019323938714,0.242289578898219,0.602664483560202,0.54673191332151,0.704551434692667,1.05190882398915,0.950652734528549
"G167",944.967696064286,-0.215510167982551,0.283014492977932,-0.761481031288939,0.446369804470684,0.61824072641369,0.928031008279809,1.07755020153216
"G168",517.614320574493,-0.436554592721085,0.258823295022924,-1.68668972660447,0.0916630285400903,0.20101541346511,0.859591250744515,1.16334362306954
"G169",279.807108439397,0.379277737530261,0.262980503810903,1.4422275873461,0.149238180452337,0.285896897418271,1.14047819894278,0.876825178181395
"G170",134.170634101937,-0.550034696287269,0.272272070463543,-2.02016569437635,0.0433662034053321,0.114553647775014,0.826440380300252,1.21000863926408
"G171",174.016474994571,-0.56321869992927,0.23829573836029,-2.3635282099662,0.0181018484507031,0.0599398955321296,0.822672800227022,1.21555009442885
"G172",288.795602441466,0.0624499534928402,0.275914346418954,0.226338189019048,0.820938398406495,0.887152376120721,1.02187942420855,0.978589035369319
"G173",185.235057662587,-0.51417952370887,0.279337589543882,-1.8407101047462,0.0656640523535315,0.157091034338592,0.836774178500358,1.19506555734329
"G174",152.412865705725,-0.259383283039313,0.308630340381875,-0.840433519006501,0.400665362039898,0.574019143323636,0.914026791438583,1.09405983431416
"G175",402.851738253944,0.543044182967373,0.289216048264071,1.87764194354644,0.0604301637752031,0.147751011675313,1.20708066657335,0.828445047371016
"G176",508.183066731979,1.19612691227059,0.292496543878097,4.08937109619009,4.32544364970314e-05,0.000636094654368109,1.51368337002268,0.660640144302449
"G177",363.261302656873,-0.762528679526101,0.280127661149428,-2.72207562936581,0.006487329404501,0.0284531991425482,0.767764447276467,1.30248281689437
"G178",934.303029215677,0.0141839069067656,0.241046838517698,0.0588429493371025,0.953077199082214,0.974516563478746,1.00492786974855,0.995096295070624
"G179",362.476237958595,-0.477662857954147,0.266071407801847,-1.79524309620626,0.0726149768782017,0.170058493859957,0.84743144689,1.18003645447654
"G180",211.550474251817,0.0682895511517271,0.271471820722154,0.25155300086052,0.801386590393012,0.878792361516384,1.02394964942116,0.976610520415041
"G181",280.229244579461,0.341309809252888,0.263000722761258,1.29775236231087,0.194372444083144,0.346654169806208,1.12556931563081,0.888439286779563
"G182",484.015762653699,-0.316429807329819,0.297760569278767,-1.06269882575881,0.287918553555019,0.462148561083497,0.896133201742024,1.11590553508794
"G183",480.641790899944,0.330194365364514,0.353652031013041,0.933670208025296,0.350474037264,0.527028627464661,1.12124160445199,0.891868439441966
"G184",594.488086250681,0.516405808737266,0.288844750707437,1.7878317243865,0.0738031609021106,0.172437291827361,1.19598799179818,0.836128796323861
"G185",3047.05367075321,0.787002326339309,0.292451886512835,2.69104889601992,0.00712277544481324,0.0304379597222457,1.31357735646618,0.761279870635274
"G186",681.238775226794,-0.215521594418689,0.285897042445063,-0.753843385631045,0.450943268891766,0.62113397918976,0.928027333190566,1.07755446874823
"G187",177.35513881953,-0.439129104443943,0.27763536096072,-1.58167570198694,0.113723622376529,0.236924213284436,0.858824615839984,1.16438208867819
"G188",231.583035270771,-1.50255382191511,0.312074726432105,-4.81472447030088,1.47403128726202e-06,3.8790297033211e-05,0.594077514317065,1.68328202280063
"G189",189.005784082298,-0.773874304509497,0.248732651847853,-3.11126946446447,0.0018628486496718,0.0114990657387148,0.764751452882493,1.30761438403394
"G190",107.714469743911,-0.713675577176261,0.235370019025431,-3.03214309167877,0.00242824065433054,0.0140657431444033,0.780874286351866,1.28061586541908
"G191",198.350293985622,-0.245703099104666,0.316496016305545,-0.776322880688219,0.437558366570308,0.610262714881881,0.91837065595149,1.0888849654761
"G192",225.84067831543,0.267867792075903,0.299703412357841,0.893776250221911,0.371441618740884,0.548658225614304,1.09728165922873,0.911343037213334
"G193",359.917190642291,-1.33232134015646,0.285527613549237,-4.6661733469317,3.0686084984846e-06,7.13629883368513e-05,0.630181509821554,1.58684440024774
"G194",288.154173908646,0.538638108347322,0.274879459063018,1.95954295815111,0.0500492341430578,0.126706921881159,1.20523882589937,0.829711073449515
"G195",99.8613304759891,-0.0814209055050581,0.308078046115684,-0.26428662000305,0.791559069553015,0.875677634115018,0.972176083032877,1.02862024426719
"G196",494.788827825734,-0.516969161704849,0.282936632146482,-1.82715528131827,0.0676764253777437,0.160370676250577,0.835965563746959,1.19622152319027
"G197",255.91911411833,1.00575461895822,0.278248792765874,3.61458753858635,0.000300826161615828,0.00297847684768147,1.41703688289918,0.705697933531592
"G198",347.65967562434,0.0742427276565455,0.26781989098407,0.277211402721993,0.781617784503468,0.867492444320545,1.02606445732229,0.974597641370104
"G199",131.8182760495,-1.00542841503374,0.308462374947456,-3.25948477575265,0.00111614770730257,0.00795641288635706,0.705777719779532,1.41687669074107
"G200",1016.77237614567,0.667535346695957,0.284849805275638,2.34346429006686,0.0191055910875991,0.0628473391039444,1.26030042079142,0.793461609234437
