"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample19","Sample20","Sample21","Sample22","Sample23","Sample24","Sample25","Sample26","Sample27","Sample28","Sample29","Sample30","Sample31","Sample32","Sample33","Sample34","Sample35","Sample36","Sample37","Sample38","Sample39","Sample40","Sample41","Sample42","Sample43","Sample44","Sample45","Sample46","Sample47","Sample48"
"G11",738.346838062108,715.992769333315,486.761153790748,632.021864812458,610.17549723164,622.762567955007,749.547438916292,886.745354656274,445.14710238445,792.503232865658,666.214571644777,714.093911817037,815.731514277696,292.663067258015,285.461357140024,198.382976388638,234.588855826431,183.596474304201,974.91693135352,1101.63122282751,951.326114516776,493.978766839012,678.98234809625,607.778633053362,1054.29322115519,1223.6543008986,1087.11095089233,683.018217906034,444.56355250239,402.126585365826,409.606983899085,411.021491779585,664.407357743501,531.383598697693,685.731409913452,711.682123644735,356.025030517799,379.223247335309,304.234088855618,810.22496948998,406.579534159594,236.679460270381,644.911089801005,1434.76576263567,569.072198106351,464.034113537446,864.007109361707,480.351639376519
"G12",103.212436445128,101.45421746779,65.4150389623318,63.6102413148232,60.7235567675307,64.4411616418063,112.471014394091,191.398559030559,174.935017196261,101.054973867244,72.6526038553377,77.6318674410197,48.4301926927319,127.219150777615,78.4849220465564,54.2096921432007,72.8911506668853,60.0426902998043,196.651942952109,346.943159947745,365.884463072006,108.830023254855,359.210751191611,277.699104776169,84.2291619485096,45.9633690262471,125.370814991718,165.738647378952,41.4490498363277,98.5404757040279,75.8664614512379,113.656692365109,68.8758594688204,119.286281688535,93.0107713056826,93.9948786496697,141.178577330951,218.55879124403,183.758328535721,144.295604697654,97.1811776398574,85.3849611780216,56.7274206460998,67.4091992037111,45.0330129061162,60.0595792685784,63.3210039853787,73.5934561894647
"G13",206.513048546909,124.646119269177,97.2704422985288,155.558120230165,101.617337440582,104.582538442759,139.927545344382,299.550646027334,108.750909493063,83.3425527888561,169.595155013277,86.294475968492,280.427820305184,77.47082196117,140.346983212286,129.733479881763,97.2297154281617,88.6723083359661,61.8944543051935,81.4565390463353,97.4664726591182,62.5231447411928,57.7549591517893,81.3479353567224,309.00695122569,117.156546875896,98.7211705111733,125.601464372171,98.6246318171708,69.1296120652807,198.721805908223,126.077352662587,166.929066809111,164.699187900938,97.4842163076037,117.223911193517,161.21130044443,75.5189287208751,203.089339193371,172.790389094425,98.527393594171,42.1893173372221,738.559173812612,275.895492225616,511.227986677109,237.895669395793,375.635938011606,256.104858113321
"G14",394.927996916621,257.907663480492,289.990075868038,238.631377338027,336.525816430412,271.967110912313,321.181215137996,442.815675876034,396.660415834736,323.563100719636,430.166434874332,331.17637996219,566.902278509071,374.370669088959,739.638883270216,421.186062588523,524.619506818569,578.203177956997,303.071168371392,166.409758706095,268.191986633911,251.80120489438,272.387338823027,228.101615283713,566.372694780444,463.424301714647,257.351820305697,538.224645424273,321.663426234239,507.800833511843,334.486428707617,385.432413325693,345.263713142441,99.9212425366995,154.825165206019,229.293273140262,599.335927283805,1012.71072944103,512.656421756397,593.530553258623,826.587843097951,532.594574406837,818.976024259194,1081.62360597705,671.447042048513,184.660535848827,423.883621336491,655.652946088282
"G15",178.998555856716,181.525012053963,183.2142307613,88.7160891278383,252.145467728138,173.196535862723,122.547932276701,115.64881561659,89.4212436291249,98.5061731593871,62.3700321337138,79.8880508822545,214.915085842823,473.468953727099,381.727310792267,614.293126632366,370.79350954899,311.223019871559,254.236282164643,126.244788308531,117.004971627145,151.219774805651,160.28536072003,92.0791700815559,251.851967305386,170.844696482536,227.640204391576,262.472810148831,243.957058319938,151.420839477324,66.0627917447122,76.3250390723457,115.817073285682,63.0086699558541,82.8763556357782,48.3733637925338,613.525361344006,1097.86331069283,1377.87300851314,624.378279832972,377.996252033446,1657.44088698201,138.83417806123,158.845777000236,145.498544128446,115.178161713927,87.3818894284026,87.5544257064138
"G16",241.789424291856,263.603796770522,264.699383920973,421.024148589078,382.740339468415,486.61423005275,360.664585013157,285.132380516471,350.65181529258,435.10117187445,391.268514597419,607.98560784996,185.954582139217,290.051553458306,300.730049717402,455.938394090023,194.540599913502,296.411671196448,226.643093267642,168.369834375077,201.882573411379,424.369770408198,622.769325607635,271.195700161711,205.83182457375,388.809786138078,232.672706320182,329.251450416044,462.426271690219,299.138380841315,367.441057533189,273.747788651131,251.993389691025,482.656569768958,513.638971671668,741.495906029821,152.553523127257,91.0043898657387,109.654480040091,257.766837065608,247.193949150198,298.061560606108,120.655515432058,149.464244176211,158.333964192145,478.831216714055,286.089661928283,323.823449546431
"G17",132.00581484384,98.5622296704588,80.4146467365465,131.042765120496,159.21301166155,192.936590915377,83.7685741285584,69.0021650912944,88.0933100832591,110.135126178879,88.8954066201084,56.8634895438846,103.398530966034,54.6955380536623,170.590375519515,169.923909493679,192.7455943482,255.338295921128,92.859086679389,95.2978431972512,88.3097100857615,122.532820765296,121.572439758147,160.632466126567,85.9044616686103,162.872854879153,135.724214625722,119.147920892507,160.741525540047,194.184886799128,55.4620277137982,89.7085613351543,79.0036697966802,92.6871889550155,73.4217661408716,60.7644082353781,81.691778963477,204.106866960114,144.833774970156,104.594980678816,106.701485824904,186.041487554363,108.998217346912,127.127437147859,90.3387228059827,114.222269558609,198.231518171872,55.1287554243818
"G18",480.090999184316,359.176924576168,637.264424575575,943.20864171421,2270.61395832748,912.817430320062,514.862797520236,321.269546528049,161.959297748842,1272.92737739316,1029.38373055223,535.376359385235,162.583732327638,261.449733293756,350.248793304923,617.160157612638,667.519534473219,467.814368749908,194.571915243211,218.596656965699,312.41451308497,475.039026332926,590.359470877206,287.073100900309,555.972776581761,494.325305830904,574.71164718926,991.729108568985,1457.57878467123,1060.59137171766,373.266917361914,174.846983927748,427.642819119685,1121.58434379621,1062.56917293697,888.321607944125,422.945838881702,322.96239222228,295.939842730996,1085.84052429486,757.540036789195,1175.02452358237,143.951990142453,152.324875845806,112.429300351063,347.128237320145,231.798372234854,294.260374107544
"G19",564.474587932107,596.718642817013,318.286643048406,684.154838371596,464.229603768834,316.35894532189,543.47743053193,545.290048864376,292.580580717594,243.105362889009,348.998109341318,203.649588124939,313.076708456458,237.549836922375,274.942778952607,293.973775078572,551.624139239018,478.552225731253,597.434135554168,360.891342769,238.533871257592,444.590450326462,741.5866973392,264.456817889931,366.628093295196,745.710006155856,460.497019580948,895.738112362697,236.43515223404,530.71990275564,239.029965497784,466.021810750966,404.505556664845,290.826488241966,364.657505255907,204.71750864098,548.869466710982,342.404180163073,356.384618595003,278.229156380912,335.058430785003,368.518988682689,227.900018247309,261.711769002409,308.18362328503,216.875088506598,296.304746842267,189.913275901408
"G20",398.676662890205,308.125686445295,250.927458193124,130.342453878041,310.886073086555,156.537307658872,127.597642155078,317.001809625774,201.283419471573,135.748083116307,141.885826951685,202.049488824987,268.464609469584,394.86220614297,251.495615781321,344.621947622572,337.623568607482,364.631892282233,221.267701161501,350.42046773994,165.286127076689,205.124243276674,213.056369184253,130.649600056843,153.636757350653,261.458366237996,261.080917675841,406.092599647572,254.464008390123,260.774892276574,158.566619593627,230.196353553777,215.062255020941,131.562123277754,157.562807012914,178.97128993108,936.381203642585,742.946418163085,748.98470591735,587.019990541615,1482.36428047252,467.776278832039,275.582232673074,260.007256437545,197.435894885149,201.615506352441,186.965577745883,287.736802707048
"G21",622.075153968074,599.74078195559,742.146232138087,457.057954691997,508.339795370652,229.483352478803,883.388317864776,959.264287014281,1228.16863246501,597.899742847772,1257.20129333994,864.438349669651,295.537433157031,369.198555942568,284.979520166913,318.563976246478,484.452885463778,214.901087663745,731.150726406733,997.318215805397,494.316417700981,458.42732725141,596.338292310037,1002.82209145997,710.829188863612,559.086567414239,524.703186757712,522.102639991362,467.005710698647,493.409175869092,475.670482377231,1336.06559230515,948.062873945156,1111.93948744871,1017.2202389912,590.944769536858,184.928064373231,326.306323531153,361.677812558236,158.769799313216,203.622402356339,246.308454065444,455.011681890092,683.129510668125,461.74042388837,297.718960850704,331.966432327128,533.355191963773
"G22",320.249463448402,170.812668270678,325.644352669915,364.944423966177,342.94446387222,344.815174291806,193.028965865063,370.567917368586,181.478102637563,295.96278007543,556.273316411236,384.904282965811,630.209520565941,225.663754770602,226.756673731061,193.419790058446,228.230177798858,494.594950970024,320.119948496603,585.011856671072,296.096832129239,278.500963220955,540.245339213313,526.338143836206,348.671682633969,206.215216014969,187.544443289683,318.636361006837,127.498802394263,611.518681404423,373.814021333437,266.28204163683,281.660392142461,353.182836142213,463.573387727556,303.169784368176,320.249064893058,305.748079668222,254.162340221463,157.918913721351,228.383330139468,337.372181190537,428.259099689421,335.599135086445,428.187705815235,483.384822186201,616.004391304968,426.440643266885
"G23",725.134879367242,1062.84605286818,1413.52607385205,710.541461573255,458.517105865325,1058.63039566125,931.563362976809,1768.42017002351,1602.29477542707,825.211098587041,1073.33230920917,1440.69633360137,845.251773763329,594.551448741018,349.155796419706,627.719802457614,285.417915253928,306.343499496893,1710.88191791261,2153.62658848145,2907.77213249194,905.290795400273,807.353854365648,1881.94152560867,1085.74765475164,1532.76698724391,1556.53840550662,1114.33830473349,979.838407732768,1046.90914867029,682.433990942033,1339.7579706185,842.997158145784,1218.40807759725,687.796988207203,778.261889789949,354.742013732339,882.359269531258,882.868910046072,328.23513110585,386.893608830638,430.26433378478,964.909974421071,811.323978404232,1084.18082526956,1277.75940126766,824.257301954503,669.779220188788
"G24",209.22325877308,294.491006561879,133.204939994614,102.71714914264,156.340654339321,119.178581318056,32.2397062709188,43.2263470709216,84.9506381356176,48.5903254781194,30.9932748930843,40.1792062969161,283.468765478386,305.056433261973,147.882946707523,82.7400770941471,109.010084553058,78.1332862884386,50.3178680166531,60.8616206554281,71.7131100697087,46.3993604666364,51.3475049684831,37.8760684255078,107.124428457714,121.000466574415,162.288077089691,97.8965019494752,180.627359380521,125.546524346374,57.3976057311558,51.329428694842,115.075863422359,71.5061653718392,21.809450026055,36.0676650701443,392.907026043084,211.794810733949,138.404231896333,134.487949374062,135.23743528857,165.210072967469,30.8265021043539,37.4011591687418,69.9188329687425,25.9798968101929,54.3017065801098,38.4008574652227
"G25",220.851695535657,288.809745566571,235.443734362544,518.473540403237,999.772868499692,425.054724410807,128.398888729072,215.19329615954,188.242166676826,477.138113685013,318.441067361721,324.101967113034,431.459760638964,182.42155255461,273.313301331823,691.097469260243,403.905411887665,421.300154335441,416.410505568259,411.450987957346,325.387899070648,931.065278012943,1557.41009664022,894.817010101414,135.983813554811,180.480435867681,233.554386338916,269.570043319642,229.500978936383,258.081568508811,376.374346471714,205.932906600094,297.383708774918,697.623374481468,384.288109331069,1187.69901087426,122.043180843789,258.671064506188,138.720594480056,162.382967595316,218.053160532626,233.744350674423,478.604434857133,391.524572777186,389.15657524245,488.024247974832,813.208163830379,1103.05395930009
"G26",400.313605009052,901.250617204431,523.297229384067,557.336546910409,544.192665740559,564.61685675087,750.345592939721,517.294296183902,705.835925341369,426.868353743581,592.235979386637,553.561108460702,422.467275389847,547.993353089955,839.582446820466,577.968265770776,1237.5426202363,1479.04643128606,727.574525713442,1262.25467203877,450.11027527551,347.299052764902,686.523663814113,455.499784258272,606.378659923518,585.098052494249,637.860842470761,669.964979717306,535.059412900153,892.872557708787,592.924871229925,420.257074712172,557.958900112821,443.667746075787,699.175249706081,469.149031492561,776.345903159943,417.833524188835,907.787394258798,1344.95222564462,987.454768159316,1024.54940378077,1334.95505969545,1241.78254660274,1963.29393835175,2794.82429995184,1402.05829837199,1617.42196246366
"G27",307.599903409905,150.253135989508,249.495946659393,204.991056535344,321.085172168144,221.175702565655,281.358008023573,176.082919504932,294.520294621634,173.378322799997,267.355881074122,260.17761381224,168.702743719256,236.508944475318,442.554084547482,155.39739098315,252.258630328132,133.153693329359,229.248329753821,278.644936155518,164.21339906583,278.642437199292,199.99126170071,218.27223411893,328.324355051322,309.930066725267,355.729046836307,155.855043812297,166.226681932694,161.024581190479,257.004066795922,253.933289599039,285.691365100371,242.384398068986,234.370083415632,206.760764010559,281.913702831018,248.312010569744,203.661056605507,406.590062690034,209.598826504757,224.670518283771,199.675996573965,237.584057640954,115.756691298294,167.648936825186,163.456698644072,109.813003910871
"G28",418.320616383965,326.770442275116,322.052107080218,544.66058480173,533.845675080125,450.346027183797,274.732987261949,465.238292983739,1541.93044740083,841.47235671728,743.3007068029,523.385770846708,156.960987873426,413.714834274131,181.541157724651,440.679188120049,399.669364817855,487.044281028435,592.622082980291,419.513918946831,732.989374233874,827.311667820648,1167.12974889561,1213.57762914286,403.248072820656,345.556405088223,330.450559886326,777.342334609659,526.677262848158,477.680427243966,411.348019210155,243.634054754598,645.394757819181,1028.65767856256,1528.94981004919,798.098410971591,333.634151207844,176.190496479702,254.757960243333,769.089428690394,672.304036253798,429.461008236346,453.511947760512,496.756343457867,496.310935821574,924.517601976523,1100.97474207063,786.004407566688
"G29",196.987132221214,211.434548364197,622.04075113662,316.685982502572,408.412209139088,535.326333933708,346.519950946691,390.005429290164,272.865941702203,679.362932646871,468.379559360862,431.621497811815,237.033542199467,496.637832934917,353.602048582422,253.824806582965,220.115451387519,218.79358466506,236.957139162799,189.582947904108,500.073113485868,275.086503897992,505.014158619883,187.238043661085,554.133372861311,236.076146542046,229.551067764438,274.888920528713,355.92317141189,228.001480024164,637.895817756625,336.265551809074,749.719240591983,432.867725610407,577.157573670249,443.098131937919,333.778948705535,227.87153721244,205.07302890278,230.856748366068,264.332116908149,248.060195900505,285.264988558849,763.702517509675,123.830087727697,367.504681321052,224.047425125162,481.301712405044
"G30",232.373976604395,206.241828774668,127.693171201643,158.064740616394,134.780568727652,121.440485697683,64.9279162315192,134.933760188375,66.9925283654618,92.4201380891153,70.4953001861213,70.1283846365301,229.086658358125,50.9196518208261,159.344881667493,126.568801595616,89.2661486243949,106.213630219498,82.9110556143555,46.5044695197254,80.1552419280822,38.8152860255216,21.3950342835161,79.5481531548625,302.676277765265,190.168794485775,86.5326372796267,67.5140698542634,131.473026859553,187.922399749526,108.704057634715,117.279115183117,71.6613229677733,70.3261125813923,91.1474353170513,54.4301036730516,142.024248511842,148.310879014904,153.351269171093,304.862808418794,131.343402005511,287.993191497755,36.84965717179,51.8906800118719,49.5970381694376,31.3546953462295,46.773076409385,59.0193735208462
"G31",1035.06552379622,922.806609251426,649.543244278236,164.955813890025,253.076761182521,311.84027718295,425.174803676844,293.090362073761,445.545434998684,182.655993520019,357.846618199566,236.667397600177,405.212847030067,252.041648448177,429.813305955549,166.862605174862,122.4218205812,180.231749336925,271.659762836649,417.418703392966,318.813674003009,149.692885395551,111.389723045094,108.928270246231,553.411401579274,701.413149757225,708.325028738526,295.663012999191,350.248832278683,329.279627593046,464.518083365595,566.703225994159,314.449820136747,242.151942111828,225.554597835698,275.697667361737,815.681593467448,639.654028818221,741.141333424425,472.631558006148,447.03504135552,388.32888270816,485.241017737386,626.205688224971,366.497382552631,332.953337795996,562.15289305237,327.655977120098
"G32",131.810848849449,132.067819875472,212.64404890289,169.535078294464,145.9515517142,95.0348124407099,427.73392977281,825.464705847821,484.659079007788,192.298259283135,367.319602197726,212.653132555749,447.075648889368,326.683304749057,1262.35175856434,224.36983804239,571.793800097746,272.045528895774,1068.26265366932,903.362127667263,586.25086883093,338.876835978066,451.333691773809,501.545762489482,326.117295659937,522.542904111005,274.115844636324,149.550102201778,111.567617660405,184.863908456854,563.306271050957,379.639587435542,308.870960570689,181.924680464245,118.585485905556,151.616238365843,591.097647673236,1150.75761500752,1644.59589282105,462.372607452914,239.61247283997,572.47541318947,830.08987377667,471.665386655212,1181.03555415443,375.856864649205,333.132609780871,378.394339600467
"G33",164.833633684399,184.509309621695,356.364515851026,253.298709692946,286.985390118417,807.435883053477,385.470866507773,380.006605861493,653.82292433558,461.727984880668,204.750022713881,207.263725105549,579.067279681262,672.395030471362,645.332411823224,716.380022201855,757.777747691397,832.763087617172,912.246976248286,772.173312689693,465.034479820406,722.0201349683,452.613765542497,1072.120583485,340.806232102771,274.038149015096,209.769051469657,358.797040154191,339.238831634996,404.248662103552,270.134941224498,283.771642091136,313.996730466132,446.593003497573,761.168927638408,421.027473899025,634.317900125081,388.313486829091,365.130193581689,255.094964525868,227.147215026584,362.804690245194,692.465009107903,497.459316676521,470.001438254608,554.030597165911,739.345498514734,507.837337449753
"G34",392.168886610417,685.241123915795,617.08554815136,599.85096278819,728.35780789079,711.122646165966,883.988787925234,1214.90881107298,683.78125534122,1321.1916762382,1113.15654464372,950.14158745523,316.687652692048,346.256320274129,564.162306416482,463.217592351597,708.544250127688,153.599141080817,457.516110519467,784.585574749006,630.728330824819,459.198350949772,577.864612539291,359.215089440158,535.91685098439,642.960409222451,536.444703314687,699.596887234809,675.888081846224,1090.39804297245,494.291355040609,520.415096013647,1032.9751449608,1410.04274614266,1278.19143187142,883.679636889894,403.855022156764,210.688778507149,494.123189547913,435.205514462345,319.82799797498,402.994396922807,312.575654411369,421.476081568345,505.3859963839,341.038375777371,562.581379594279,430.189025073216
"G35",56.4958891249074,51.8012744458768,72.6064627426331,152.130693229658,107.107147263333,67.2909263240807,126.770431677369,92.3119636190845,110.21375989218,217.41657149,190.219951199532,138.377017213365,38.9299881928832,72.6642366596361,67.8175129963227,38.6689137736462,54.9696174841338,68.2598567880336,195.375001863487,223.902975720718,156.428547345608,254.797940146861,193.381884168725,195.887628589969,76.2571148876419,57.3099054713871,74.9735763366082,40.1112109833239,139.100483297782,154.768136178925,90.4521780095509,117.957865390302,240.885783623943,119.740786531592,125.104044333226,96.4918616563811,27.7562251346841,56.0724908626297,58.1144703860028,46.9580665520201,78.7659658072148,52.8090914191784,75.783402174499,91.9464387325633,118.229422784113,72.7392180561514,128.04573193374,70.1287464526557
"G36",144.571317767252,68.8104568552627,79.1104238025973,109.88986046749,47.4254209282969,79.2315317215724,109.066123822991,141.156098670366,59.4939219721415,50.7345251886096,105.877413551097,62.4249318274805,55.5029581935847,88.8406962543161,74.3522355389061,150.872193037297,37.5889831880828,62.0758472929267,76.3429274626167,56.5197425185577,59.6400679717807,102.632845604943,49.9158997692325,39.6604608817865,82.5228516287255,99.4270085823712,156.47242488301,132.150157150098,100.353202553232,98.7482659281682,76.3497269411877,60.3616198992747,57.5917368809008,63.4111955392116,73.4938101274274,74.3170829645147,97.1191198084612,26.9687729800118,75.0616611403755,46.6681405842031,22.7961677462966,34.2889197073903,74.9229132640382,50.7261546509314,68.8928440443492,26.8786012065549,55.0335943146967,52.5398816102721
"G37",372.532669769474,401.48259728526,247.719433408939,379.354304705467,421.314643647955,599.571761933467,317.167864511987,209.342332393898,201.756633601978,321.142211737821,339.045741286843,233.197046292691,1084.33859096743,666.420618547937,816.598428084187,905.121219660953,1203.58483847318,372.728526870716,359.039538723417,211.729582730653,339.538619030157,318.45641130528,198.534523787629,355.14763603183,421.773892643301,237.863239302936,340.116250465202,620.466629242898,588.056486674176,364.856607306321,236.514197125707,261.130583242224,179.976491397728,294.052777153327,199.367282231289,364.616342737571,1526.67510529298,1957.92832338723,1395.27305394084,1858.42234758527,1096.07303884128,1514.95185990213,197.882774707131,163.305700506605,124.1778721556,241.448872105204,255.286067896979,201.393644298033
"G38",491.874645360786,1386.2370033155,559.762836726843,441.085172696993,404.259533828803,559.795321056764,238.251996854006,410.713027409091,171.585056734014,798.241059481888,996.250226622723,461.837416938736,594.817256262406,618.206277692076,421.727237388415,539.331273660658,781.669617537955,595.878975064325,176.396089876883,120.300845382034,157.88041102295,507.031804851715,567.889087502382,277.53627988362,440.07692417053,720.926452904546,472.346087290122,1527.81078590076,907.379288337284,824.40158270202,497.737816131335,267.236328455207,226.159384968553,460.60170085325,604.660724971032,568.760494161009,613.868022259596,549.525018469719,904.486099583554,851.575635344271,1007.9796312745,1896.01859580004,517.301451832311,309.728076767782,447.774282453659,566.372087311653,516.458070739253,352.714297795734
