"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample19","Sample20","Sample21","Sample22","Sample23","Sample24","Sample25","Sample26","Sample27","Sample28","Sample29","Sample30","Sample31","Sample32","Sample33","Sample34","Sample35","Sample36","Sample37","Sample38","Sample39","Sample40","Sample41","Sample42","Sample43","Sample44","Sample45","Sample46","Sample47","Sample48"
"G11",819.584923481089,794.771303696835,540.318021853028,701.561332706786,677.311274903249,691.283263220742,675.70039030515,799.381268127363,401.290238893032,714.424085738517,600.577658884679,643.739822027715,905.484003243148,324.863905713948,316.869813057606,220.210459558785,260.399963188911,203.797043052209,878.865988766644,993.09611185266,857.599390661457,445.310901252847,612.087526150803,547.898956425026,949.790612208852,1102.3644506687,979.355415427633,615.316762279818,400.497964156818,362.267392065346,454.372781411499,455.941880341095,737.020194954868,589.45831791825,760.674744990108,789.461602737147,320.735469897706,341.634256033421,274.07809868337,729.914652164411,366.278960077073,213.219553115552,715.393187017038,1591.57078826413,631.265890576813,514.748232148733,958.434130451027,532.849094420847
"G12",115.486314210431,113.519010305386,73.1941033841177,71.1746817389632,67.9447167256652,72.1044139424736,100.685982049955,171.343274378351,156.604829219507,90.4661466749484,65.0398576652774,69.49737986965,54.1894430867155,142.347873243925,87.8182385808564,60.6562324824944,81.5592637768128,67.1828825752912,176.046193811204,310.58947021188,327.546049795039,97.4265043039411,321.571628401083,248.601003817842,75.2772922391162,41.0783852343003,112.046413143194,148.123954998961,37.0438475865441,88.0676005240118,84.7464334576128,126.959912618607,76.9375996936659,133.248430731424,103.897440193181,104.996734742406,126.174127556219,195.330377499927,164.228505645244,128.959877462457,86.8527685673649,76.3102532036679,63.3672177012846,75.2992706588803,50.3040099490725,67.0893968245536,70.732562822443,82.2073788413713
"G13",206.367739433602,124.558414316896,97.2019997385023,155.44866461621,101.545836267634,104.508950860592,140.023640457686,299.756362158489,108.825594080318,83.3997882104708,169.711624330285,86.3537386206403,280.230502420421,77.4163110403076,140.248230635491,129.642195301633,97.1613015248494,88.6099156949689,61.9369602648651,81.5124792497438,97.5334076697373,62.5660824534442,57.7946223169646,81.4038009766468,309.224531387258,117.239039972886,98.7906827604766,125.689903764239,98.6940760909656,69.1782880970096,198.585427548167,125.990828576728,166.814507099506,164.586158507682,97.4173150559235,117.143463027826,161.324813686311,75.5721036434695,203.232339896298,172.91205548616,98.5967693999,42.2190239779506,738.052317061442,275.706151279338,510.87714226867,237.732406883617,375.378147413487,255.929099039513
"G14",483.128324605681,315.506872982223,354.754336487263,291.925562208262,411.683028673477,332.706254478722,261.915329704302,361.105221223705,323.466749290936,263.857698429587,350.790078334523,270.066139175686,693.510083279953,457.979873674651,904.82441679869,515.250674437796,641.784186898822,707.334842880288,247.147034902884,135.703038544125,218.703925673524,205.337648939139,222.125131522583,186.011220324478,462.975202376034,378.821157604505,210.369447866936,439.96588542403,262.940271009173,415.096271109964,410.173615041047,472.647595714529,423.389570420873,122.531300982909,189.858817164124,281.177478894807,489.920638446408,827.829376720037,419.065418935935,485.175098559074,675.685246599315,435.363645074679,1004.29293290095,1326.37209315643,823.381270235029,226.445299551268,519.799496774977,804.013305258562
"G15",199.324435213121,202.137778886184,204.01881397711,98.7900951216519,280.777421392664,192.863576616454,109.357880071041,103.201327624207,79.7966759203847,87.9037783052787,55.6570344957374,71.2895576872313,239.319406234154,527.232922863051,425.073712270609,684.048147401323,412.898341653131,346.563425410412,226.872378326976,112.656836904159,104.411518148067,134.943721124785,143.033561881623,82.1685250150419,226.16965345536,153.423005631273,204.426857135965,235.707448101185,219.079818706778,135.979874038386,74.0308656631015,85.5308800168602,129.786192309867,70.6083751219294,92.8723747314359,54.2078513792758,550.961820333896,985.909965990734,1237.36599787222,560.708024978993,339.450520258061,1488.42526442099,155.579473922561,178.004744693471,163.047653453307,129.070219286475,97.9213373643092,98.1146838712025
"G16",237.117897468024,258.510802273001,259.585221976711,412.889691884137,375.34555052086,477.212530887423,367.7102289298,290.702489991318,357.501858052353,443.600947156322,398.912011475679,619.862709948016,182.361820292738,284.447571331119,294.919752190529,447.129371758942,190.781950694324,290.684807513529,231.070604583376,171.658967682323,205.826383766865,432.65990594001,634.935230142672,276.493554219087,209.886975618702,396.469837803124,237.256657174818,335.738126448634,471.536662577252,305.031790765491,360.400571171773,268.502545821152,247.16497983613,473.408455201905,503.797207664609,727.288207389673,155.559023272834,92.797293112958,111.814813993497,262.845174493969,252.063987120654,303.933755789992,118.343652091222,146.600380840669,155.300149400386,469.656399198212,280.607938202387,317.618714029545
"G17",138.070635982721,103.090532417635,84.1091843596079,137.063340296978,166.527829117525,201.800790696511,79.8888035298822,65.8063058546867,84.0132378371138,105.034179566436,84.7781849943378,54.2298372803052,108.149030760863,57.2084474719537,178.427909924831,177.730824056629,201.601019061209,267.069454101548,88.5582858353192,90.8840904982195,84.2196151983572,116.85767062309,115.941769995772,153.192717679682,82.1310655996795,155.718583978681,129.762461208268,113.914289395561,153.680874337475,185.655219372537,58.1555208562568,94.0652248892341,82.8404541985149,97.1885084728014,76.9874674280324,63.7154095534715,78.1034270709538,195.141371635783,138.47187959819,100.000594295884,102.014570159057,177.869522976972,114.291676008018,133.30133475476,94.725989922,119.769432409556,207.858559533763,57.8060633196882
"G18",472.19150207676,353.266967752126,626.778769799218,927.688929931022,2233.25289880614,897.797780581176,523.51817483352,326.670420620838,164.682001424778,1294.32660607469,1046.68873808239,544.376590937039,159.908552569134,257.147795920561,344.485741436969,607.005301786882,656.536057089208,460.116873360301,197.842870824211,222.271493358177,317.666524886794,483.024924772762,600.284025526568,291.899097295376,565.273887087078,502.595088972762,584.326248414999,1008.32017636704,1481.96325441053,1078.33446628064,367.095658819913,171.956221599457,420.572558462594,1103.04107987359,1045.00161262036,873.634899703776,430.02148386092,328.365370615557,300.890749135245,1104.00602291821,770.213253700459,1194.68202013732,141.572017775539,149.806473738632,110.570495705138,341.389132138063,227.966027019837,289.395338491428
"G19",592.026935846644,625.844842659268,333.822407657308,717.548852092007,486.888933043734,331.800617832457,517.966279288898,519.693812247367,278.846675634994,231.69385372186,332.615932178553,194.09015630428,328.358172989576,249.14478892527,288.362903196009,308.322813816325,578.54924893802,501.910650894247,569.39022474272,343.950890212084,227.33695060482,423.72111227799,706.776180226973,252.043058827595,349.56558453068,711.005400184549,439.065943849643,854.051346748165,225.431694149379,506.020723511402,250.802796751978,488.974565345225,424.428479927129,305.15042943985,382.617811052767,214.800364482883,523.325624715243,326.469028351519,339.798831009381,265.280646689183,319.46514288251,351.368479517463,239.124671407701,274.601736531314,323.362447348719,227.55673595155,310.898506152428,199.266985782352
"G20",408.26789642809,315.538474031841,256.964189400691,133.478190256444,318.365269157459,160.303231313053,124.576873630464,309.497054266741,196.518201182292,132.534359650664,138.526797482915,197.266134478086,274.923243760875,404.361672720588,257.546015539425,352.912750394841,345.746006652721,373.404087797482,216.029371550597,342.124553321374,161.373114878377,200.268096664087,208.012436058764,127.556578955987,150.027445835725,255.316055581287,254.947474229461,396.552469269202,248.48601268483,254.648638131872,162.411579252381,235.77820738452,220.277133769038,134.752271733459,161.383425994623,183.311026703067,914.383268259479,725.492749468876,731.389182748354,573.229423441065,1447.53983768233,456.787044623292,282.264613681215,266.311971859668,202.223365621228,206.504325263327,191.499161837232,294.713910509326
"G21",638.019746517958,615.112915600268,761.168402061434,468.772942523871,521.36920325228,235.365308266486,861.534979897534,935.533922643266,1197.78608872603,583.108846379318,1226.10053708065,843.053797683683,303.112440653905,378.661593498335,292.283914668347,326.729183890476,496.870040881516,220.40928110222,713.063455377633,972.646469994265,482.087974647889,447.086711676982,581.586023142431,978.014190288422,693.065033677428,545.114574280509,511.59046012482,509.054902974892,455.334887317087,481.078510066752,487.736141990573,1369.95567641819,972.111042483807,1140.14448200532,1043.02262448741,605.934428772979,180.306573183402,318.151683485058,352.63921244116,154.802022809288,198.533725622869,240.153020847117,466.553318962762,700.457489705961,473.452739431925,305.270776183263,340.386954776822,546.884057928048
"G22",313.632465434136,167.28333499846,318.915885393901,357.403938175197,335.858541504043,337.690599283907,197.098678911175,378.380760798726,185.304283846057,302.202691178091,568.001466965518,393.019386182939,617.188124366699,221.001087732443,222.071424789054,189.423348181682,223.514483299236,484.375624532459,326.869175613263,597.345914280274,302.33956950924,284.372719298059,551.635565002714,537.435158219706,356.027935847188,210.565931662323,191.501244149303,325.358930894927,130.188764101819,624.420464052907,366.095472392143,260.78382366408,275.844640465141,345.890281956405,454.001478497685,296.909904629529,327.005659506229,312.198733407877,259.524641277313,161.250677022905,233.201747263257,344.490038233545,419.41636337708,328.669650901821,419.346443650681,473.403844495172,603.285071613912,417.635454622887
"G23",844.407980176987,1237.66724547114,1646.02852643146,827.414178342421,533.935843188496,1232.75818001517,799.985555257569,1518.64129469866,1375.98012819041,708.654918328187,921.730477479032,1237.20650918549,984.282184367302,692.345661790248,406.586345810758,730.969679699945,332.364601653422,356.73211013687,1469.22997992089,1849.4395879829,2497.06654042378,777.423832248631,693.319904091291,1616.12843115193,932.385189546142,1316.26279060063,1336.67648270087,956.937394182194,841.43568307084,899.032644232445,794.677478153916,1560.11497017908,981.649309117009,1418.80602566526,800.922555624557,906.266692647951,304.634505325703,757.725527814183,758.163181320434,281.871734737329,332.244669583249,369.489255311938,1123.61376381621,944.766675871576,1262.50171521898,1487.91917191167,959.827210779708,779.941311078003
"G24",190.187425203919,267.697227412273,121.085507942952,93.3715985224829,142.116257426906,108.335314406513,35.7919976517142,47.9891876139762,94.3108170747918,53.9441892179284,34.4082298042783,44.6063014762688,257.677826778044,277.301376167317,134.428060392542,75.2121074683034,99.0919815702399,71.0244579357959,55.862078852618,67.5675815800948,79.6147286716264,51.511815489489,57.0051650536005,42.0493952627846,117.846497959029,133.111386847046,178.531468693665,107.694949539347,198.706327259276,138.112458924235,51.7009966147515,46.235075233263,103.65479098738,64.4093070909507,19.6449013439355,32.4880141939673,432.233036939394,232.993324587432,152.257092677331,147.948829969073,148.773331827015,181.745926742164,27.7670272242162,33.6891614020982,62.9795145734129,23.4014387869543,48.9123598852414,34.5896414410082
"G25",161.945502048955,211.777587348691,172.645510704114,380.184800465546,733.110600448009,311.682917244684,174.5376137762,292.520634595001,255.884913873057,648.592434316008,432.869354055994,440.564435720642,316.379583960756,133.76555629946,200.414398872899,506.765983175539,296.174609616602,308.929776797387,566.043029753798,559.301364168855,442.312453149626,1265.63332052778,2117.04824418,1216.35963718502,185.446680574717,246.128541812434,318.507655786248,367.623678209763,312.97985855681,351.956375882813,276.880420142931,151.494888626726,218.770824848049,513.207807170447,282.702193082428,873.732772217309,166.435270365014,352.760295651407,189.178940501685,221.448285168774,297.368001032728,318.766717909352,352.086156370045,288.025709570979,286.283688207245,359.015857711664,598.237951592003,811.463497856345
"G26",423.588105165003,953.649929564051,553.722079537818,589.740465702252,575.832390509242,597.44405761556,709.038381981654,488.816772199045,666.979012281308,403.368860569606,559.632847219715,523.087063300015,447.029804726622,579.854052357629,888.396330597946,611.571726466327,1309.49417408627,1565.03917788493,687.520882826551,1192.76639822026,425.331293070316,328.179922362747,648.729908408991,430.424104655764,573.060537807088,552.949216046825,602.812898261427,633.153039450859,505.660002866823,843.812722859217,627.467532615515,444.740442725675,590.464511344298,469.514974728236,739.90785356816,496.480750771951,733.688749609493,394.87521562135,857.90804780969,1271.05239133903,933.198012893336,968.25444420256,1412.72697116273,1314.12640685077,2077.67166309147,2957.64538253723,1483.73951532458,1711.64985182695
"G27",305.249851180914,149.10520741986,247.58980657589,203.424932216078,318.632092969532,219.485928131232,283.501911910975,177.424643731242,296.764493068281,174.699438423658,269.393090950538,262.160126418102,167.413860808307,234.702024622681,439.172987215166,154.210160489866,250.331383440493,132.136403888308,230.995166066716,280.768166860857,165.464679408244,280.765648862976,201.515163744296,219.935434304795,330.852052868161,312.316150916042,358.467727416168,157.054937904608,167.506425011626,162.264274426971,255.060545448331,252.012990144822,283.530904085815,240.551433875684,232.597725234559,205.197193582633,284.084095128207,250.223710744756,205.228998795104,409.720311171447,211.212482293665,226.400207750412,198.166002717521,235.787394679044,114.881313708089,166.381138647193,162.220603094372,108.98257379354
"G28",434.959019670173,339.767502873237,334.861499271052,566.324069959046,555.079004939317,468.258218276353,264.141648288497,447.302709370247,1482.48688292512,809.032426384906,714.645430188992,503.208521044398,163.203998889748,430.170045871499,188.761827414273,458.206887603667,415.565927914516,506.416118916898,569.775676996967,403.341073581848,704.731613839606,795.417651751051,1122.13527291458,1166.79252274209,387.822702253415,332.337902732875,317.809898506982,747.606808572089,506.5303793381,459.407810213424,427.841920629119,253.403096767103,671.273276773096,1069.90396528748,1590.25640753789,830.099917964314,320.871708525181,169.450715481829,245.012753244029,739.669599467371,646.586519935552,413.032919318553,471.696504411707,516.674879042337,516.211611809544,961.588163824316,1145.12074013657,817.520978955968
"G29",178.160965101205,191.227633843618,562.591979004625,286.420131307467,369.380032689765,484.164905708741,383.069599083945,431.14176551909,301.646836223887,751.01963257973,517.782510165143,477.147343669744,214.380117946944,449.173885744436,319.808108919833,229.566632081655,199.078898254372,197.883363051881,261.95050545051,209.579458984604,552.818983646807,304.101615141401,558.281192022896,206.987222878686,612.688328927783,261.022177707311,253.807597593264,303.936275286657,393.533369038949,252.09426580418,577.03254971608,304.181597277856,678.186614377599,391.56671112409,522.089496517053,400.821008273359,369.04917900487,251.950592009982,226.742978387714,255.251248716089,292.263940275135,274.272574696232,258.047127933426,690.835711155781,112.015143012492,332.440121713088,202.670488469357,435.3794876231
"G30",230.22891327105,204.337993452093,126.514425012136,156.605631965996,133.536398187346,120.319458563491,65.5581986369096,136.243618564804,67.6428528232929,93.3172989764848,71.1796275132388,70.8091501611351,226.971940530495,50.4496083174028,157.873955929526,125.400434554627,88.4421254479569,105.233163443422,83.7159078658852,46.9559078318034,80.9333423449651,39.1920822213959,21.6027248187173,80.3203603074227,305.496339659677,191.940614116951,87.3388695843747,68.1431044688635,132.697972785038,189.673289520448,107.65896706868,116.151583244219,70.9723645773249,69.6499910234305,90.2711356936438,53.9068077713642,143.347501111179,149.692704711733,154.780056632872,307.703242414457,132.567140204662,290.676449766917,36.4953812605698,51.3917983571705,49.1202077932583,31.0532484911602,46.3233958550108,58.4519559669659
"G31",1012.74255255815,902.904694905883,635.534725178185,161.398257576572,247.618724825382,305.114904365107,434.679751430776,299.642510871387,455.505776122012,186.739339147127,365.846418235914,241.958189128263,396.47373388062,246.605936080453,420.543641527548,163.26392562232,119.781583111283,176.344741158081,277.732822270741,426.750260514774,325.940877422478,153.039327946981,113.879883536056,111.363404004542,565.609750280104,716.873767589943,723.937998889521,302.180046295234,357.969051587503,336.537641623831,454.360674149699,554.311379957326,307.573886528625,236.856913873889,220.622496303408,269.669109750004,833.6609276076,653.753346015424,757.477643800231,483.049349427002,456.88863183158,396.888466244675,474.630469382011,612.512728453548,358.483348170654,325.672796041218,549.860547111256,320.491270382462
"G32",163.82325743312,164.142638052519,264.288114894306,210.709429594075,181.39825999109,118.115562409928,346.272046731404,668.255037308549,392.355807134878,155.67507553171,297.363621644721,172.153365277885,555.655242033504,406.023658903331,1568.93441563859,278.861702649596,710.663224838693,338.116210485265,864.812140877561,731.316903134449,474.599451009122,274.337777333479,365.377236480556,406.026423479991,262.391300471923,420.433733465753,220.55135962211,120.326785253832,89.7663898175897,148.739984035982,695.826322848375,468.951317797509,381.53408860081,224.723188695604,146.483195450502,187.284564450843,475.592317681324,925.890135691097,1323.22836234383,372.0212064394,192.790229756271,460.60902060105,1025.3718344482,582.62655411032,1458.87888886316,464.27869435616,411.503387761392,467.413120431982
"G33",160.446575875152,179.598582426271,346.879851239457,246.557148170629,279.347255420317,785.945924863281,396.137244725906,390.521782326655,671.914882002396,474.504476565376,210.415667960235,212.998927101238,563.6553666231,654.499193296674,628.156847992182,697.313521630701,737.609443981924,810.599044241302,937.489795154852,793.540148211441,477.902465645574,741.99918010458,465.138057335927,1101.78727073039,350.124826992261,281.531117905898,215.504723610796,368.607554017497,348.514569415042,415.301950341619,262.861296821212,276.130816335862,305.542064990972,434.568055204279,740.673718520417,409.690902201659,651.661924340681,398.931062838659,375.113873559944,262.069973809291,233.358054728807,372.724784462786,673.819719405143,484.06474373381,457.346195229027,539.112787814561,719.437906320294,494.163326266389
"G34",413.634239087001,722.747776683267,650.861707483535,632.683787597309,768.224451087753,750.045923292735,838.299269796197,1152.11548280133,648.439589825831,1252.90505103666,1055.62234644838,901.032920152925,334.021542049696,365.208649782392,595.041713668549,488.571793647681,747.326398823121,162.006385551171,433.869101743521,744.033774397091,598.128739179144,435.46439451602,547.997315519936,340.648830947536,508.105700413507,609.594284012623,508.606160097706,663.291638885052,640.813190697041,1033.81235416718,521.23153576228,548.779089423447,1089.27501102654,1486.89378959909,1347.85623142811,931.842504549026,382.897157500375,199.755184364896,468.48090119695,412.620730890494,303.230675849117,382.081194004378,329.611850843218,444.447638103822,532.930864280012,359.625865489208,593.243546517412,453.635459977989
"G35",58.5439687301249,53.6791656581439,75.238580191416,157.645709896489,110.989977806951,69.7303458279643,122.464083537302,89.1761578355353,106.469836221324,210.031005030477,183.758244615332,133.676397338367,40.3412716700389,75.2984485188789,70.2760222329373,40.0707328242433,56.9623669428945,70.7344017984422,188.738179974046,216.297068331335,151.114723175399,246.142541398699,186.812767804651,189.233392946225,73.5893654141809,55.3049978588888,72.3507296803956,38.7079758604333,134.234245680183,149.353787440342,93.63285398642,122.105756098805,249.356332835716,123.951372186393,129.503224509715,99.8849181099407,26.7852120679372,54.1108724851861,56.081416185078,45.3153036766677,76.0104476615513,50.9616385482555,78.4482627897557,95.1796591510307,122.386862583614,75.2970324564085,132.54835412001,72.5947657795353
"G36",163.246652112567,77.699206768262,89.3296957683653,124.08513735287,53.5517093649084,89.4664480828793,96.3154198626028,124.653819472563,52.5386056931807,44.8032525938239,93.4994953766816,55.1269570065231,62.6726811886253,100.31689866876,83.9568575307046,170.361457518641,42.4446270293321,70.094638439525,67.4178274093222,49.9121316536012,52.6676660542084,90.6342434262799,44.080331046658,35.0238351550215,73.0822791860359,88.0526091432339,138.572058702776,117.032246083461,88.8728469927862,87.4515143050052,86.4572753178889,68.3525848662867,65.2160112554555,71.8058781689314,83.2232783391903,84.1555400405664,86.0087416765103,23.8835590061454,66.474645111743,41.3293289307601,20.18829769846,30.3662846543076,84.8415731031623,57.4415298413791,78.0132139773442,30.4369212278247,62.3192093281994,59.4953668013462
"G37",382.868012893508,412.621111402262,254.592026205585,389.878903547058,433.003367238228,616.20595375052,308.458641540416,203.593928301912,196.216527857858,312.323855780128,329.735766069235,226.793607294861,1114.42188918451,684.909428567972,839.253689310055,930.232408915386,1236.97643951639,383.069303747302,349.180546851201,205.91562629936,330.215109710753,309.711805678063,193.082895080283,345.395513272526,410.38830347307,231.442232292685,330.934971193393,603.717422481605,572.182176568823,355.007473660804,243.192093612649,268.503514870254,185.058065333852,302.355255530489,204.996348434515,374.91115896357,1485.46322412046,1905.07496308287,1357.60830975076,1808.2551046064,1066.48505926624,1474.05644226159,203.469926354272,167.916580432477,127.683991391999,248.266097432065,262.493981657303,207.079924132793
"G38",518.76932280452,1462.03354500834,590.369498567922,465.202787940605,426.363600115662,590.4037590731,226.04143957705,389.663739210915,162.791219994822,757.330727957596,945.191806903321,438.167973212614,627.340620489505,652.008504720925,444.786401193207,568.820780341333,824.409678302483,628.460391856205,167.355684812859,114.135355134731,149.788945569728,481.046121725734,538.784432257224,263.312379615414,417.261914867336,683.551296820328,447.858140333658,1448.60413956377,860.337814976779,781.661941639571,524.625169725219,281.672196945478,238.376313550529,485.482994569374,637.323958886016,599.484429576646,582.043121044464,521.035866414415,857.594618473736,807.427203614129,955.722711172857,1797.72286719818,545.245615605423,326.459311663167,471.962650450602,596.967003116155,544.356675816745,371.767610071991
